Buchungsnummer	Kontonummer	Kontobezeichnung	Belegdatum	Belegnummer	Buchungstext	Kostenträger 	Kostenstelle 	Gegenkonto	Sollbetrag EUR	Habenbetrag EUR	USt-Konto	USt-%	SPLIT
346	01700	Bank Girokonto Coba	24.02.20	283	OLB Orient Occident//Wien/AT/1 2020-02-20T16:51:24 KFN 1 VJ 2012 Kartenzah			06642		8,40		0,00	
419	01700	Bank Girokonto Coba	24.02.20	202	<Storno> OLB Ibis Wien City//Wien/AT/1 2020-02-20T10:28:01 KFN 1 VJ 2012 Kartenz			02105		-325,00		0,00	
420	01700	Bank Girokonto Coba	24.02.20	318	OLB Ibis Wien City//Wien/AT/1 2020-02-20T10:28:01 KFN 1 VJ 2012 Kartenzahl			div.		325,00		0,00	
232	01700	Bank Girokonto Coba	25.02.20	194	OLB Aida Fil.10//Wien/AT/12020-02-22T21:25:11 KFN 1 VJ 2012 Kartenzahlung			02102		5,50		0,00	
235	01700	Bank Girokonto Coba	25.02.20	197	OLB Cafe Leopold//Wien/AT/1 2020-02-23T16:18:52 KFN 1 VJ 2012 Kartenzahlun			02102		8,60		0,00	
242	01700	Bank Girokonto Coba	25.02.20	204	OLB Kd 0014627444 Wir sagen danke. RG-Nr. M20020129336 151,51 EUR		Handy - Mobilcom	06805		151,51		0,00	
249	01700	Bank Girokonto Coba	25.02.20	211	OLB Orient Occident//Wien/AT/1 2020-02-22T16:51:32 KFN 1 VJ 2012 Kartenzah			02102		13,00		0,00	
349	01700	Bank Girokonto Coba	25.02.20	194	<Storno> OLB Aida Fil.10//Wien/AT/12020-02-22T21:25:11 KFN 1 VJ 2012 Kartenzahlu			02102		-5,50		0,00	
350	01700	Bank Girokonto Coba	25.02.20	285	OLB Aida Fil.10//Wien/AT/12020-02-22T21:25:11 KFN 1 VJ 2012 Kartenzahlung			06642		5,50		0,00	
351	01700	Bank Girokonto Coba	25.02.20	197	<Storno> OLB Cafe Leopold//Wien/AT/1 2020-02-23T16:18:52 KFN 1 VJ 2012 Kartenzah			02102		-8,60		0,00	
352	01700	Bank Girokonto Coba	25.02.20	286	OLB Cafe Leopold//Wien/AT/1 2020-02-23T16:18:52 KFN 1 VJ 2012 Kartenzahlun			06642		8,60		0,00	
353	01700	Bank Girokonto Coba	25.02.20	211	<Storno> OLB Orient Occident//Wien/AT/1 2020-02-22T16:51:32 KFN 1 VJ 2012 Karten			02102		-13,00		0,00	
354	01700	Bank Girokonto Coba	25.02.20	287	OLB Orient Occident//Wien/AT/1 2020-02-22T16:51:32 KFN 1 VJ 2012 Kartenzah			06642		13,00		0,00	
233	01700	Bank Girokonto Coba	26.02.20	195	OLB Asia Time//Wien/AT/1 2020 02-24T14:29:24 KFN 1 VJ 2012 Kartenzahlung			02102		15,40		0,00	
236	01700	Bank Girokonto Coba	26.02.20	198	OLB CAFE REST DEL EUROPE//WIEN/AT/1 2020-02-23T15:13:30 KFN 1 Kartenzahlun			02102		41,10		0,00	
238	01700	Bank Girokonto Coba	26.02.20	200	OLB Dogan//Wien/AT/1 2020-02-24T11:23:46 KFN 1 VJ 2012 Kartenzahlung			02102		14,20		0,00	
243	01700	Bank Girokonto Coba	26.02.20	205	OLB MIETE			02104		635,00		0,00	
250	01700	Bank Girokonto Coba	26.02.20	212	OLB SEGAFREDO ESPRESSO//WIEN/AT/1 2020-02-23T20:53:32 KFN 1 Kartenzahlung			02102		14,90		0,00	
367	01700	Bank Girokonto Coba	26.02.20	195	<Storno> OLB Asia Time//Wien/AT/1 2020 02-24T14:29:24 KFN 1 VJ 2012 Kartenzahlun			02102		-15,40		0,00	
368	01700	Bank Girokonto Coba	26.02.20	294	OLB Asia Time//Wien/AT/1 2020 02-24T14:29:24 KFN 1 VJ 2012 Kartenzahlung			06642		15,40		0,00	
369	01700	Bank Girokonto Coba	26.02.20	198	<Storno> OLB CAFE REST DEL EUROPE//WIEN/AT/1 2020-02-23T15:13:30 KFN 1 Kartenzah			02102		-41,10		0,00	
370	01700	Bank Girokonto Coba	26.02.20	295	OLB CAFE REST DEL EUROPE//WIEN/AT/1 2020-02-23T15:13:30 KFN 1 Kartenzahlun			06642		41,10		0,00	
371	01700	Bank Girokonto Coba	26.02.20	200	<Storno> OLB Dogan//Wien/AT/1 2020-02-24T11:23:46 KFN 1 VJ 2012 Kartenzahlung			02102		-14,20		0,00	
372	01700	Bank Girokonto Coba	26.02.20	296	OLB Dogan//Wien/AT/1 2020-02-24T11:23:46 KFN 1 VJ 2012 Kartenzahlung			06642		14,20		0,00	
373	01700	Bank Girokonto Coba	26.02.20	212	<Storno> OLB SEGAFREDO ESPRESSO//WIEN/AT/1 2020-02-23T20:53:32 KFN 1 Kartenzahlu			02102		-14,90		0,00	
374	01700	Bank Girokonto Coba	26.02.20	297	OLB SEGAFREDO ESPRESSO//WIEN/AT/1 2020-02-23T20:53:32 KFN 1 Kartenzahlung			06642		14,90		0,00	
234	01700	Bank Girokonto Coba	27.02.20	196	OLB BP TANKSTELLE//WIEN/AT/1 2020-02-25T20:47:40 KFN 1 Kartenzahlung			02105		47,24		0,00	
237	01700	Bank Girokonto Coba	27.02.20	199	OLB CAFE SPERL//WIEN/AT/1 2020-02-24T18:36:53 KFN 1 Kartenzahlung			02102		13,40		0,00	
241	01700	Bank Girokonto Coba	27.02.20	203	OLB JONAS REINDL 1090//WIEN/AT/1 2020-02-25T16:43:14 KFN 1 Kartenzahlung			02102		4,00		0,00	
244	01700	Bank Girokonto Coba	27.02.20	206	OLB Mochi//Wien/AT/1 2020-02-25T19:57:23 KFN 1 VJ 2012 Kartenzahlung			02102		26,70		0,00	
245	01700	Bank Girokonto Coba	27.02.20	207	OLB Oberlaa Mariahilf//Wien/AT/1 2020-02-25T12:32:39 KFN 1 VJ 2012 Kartenz			02102		19,00		0,00	
325	01700	Bank Girokonto Coba	27.02.20	207	<Storno> OLB Oberlaa Mariahilf//Wien/AT/1 2020-02-25T12:32:39 KFN 1 VJ 2012 Kart			02102		-19,00		0,00	
326	01700	Bank Girokonto Coba	27.02.20	273	OLB Oberlaa Mariahilf//Wien/AT/1 2020-02-25T12:32:39 KFN 1 VJ 2012 Kartenz			06642		19,00		0,00	
327	01700	Bank Girokonto Coba	27.02.20	206	<Storno> OLB Mochi//Wien/AT/1 2020-02-25T19:57:23 KFN 1 VJ 2012 Kartenzahlung			02102		-26,70		0,00	
328	01700	Bank Girokonto Coba	27.02.20	274	OLB Mochi//Wien/AT/1 2020-02-25T19:57:23 KFN 1 VJ 2012 Kartenzahlung			06642		26,70		0,00	
329	01700	Bank Girokonto Coba	27.02.20	203	<Storno> OLB JONAS REINDL 1090//WIEN/AT/1 2020-02-25T16:43:14 KFN 1 Kartenzahlun			02102		-4,00		0,00	
330	01700	Bank Girokonto Coba	27.02.20	275	OLB JONAS REINDL 1090//WIEN/AT/1 2020-02-25T16:43:14 KFN 1 Kartenzahlung			06642		4,00		0,00	
331	01700	Bank Girokonto Coba	27.02.20	199	<Storno> OLB CAFE SPERL//WIEN/AT/1 2020-02-24T18:36:53 KFN 1 Kartenzahlung			02102		-13,40		0,00	
332	01700	Bank Girokonto Coba	27.02.20	276	OLB CAFE SPERL//WIEN/AT/1 2020-02-24T18:36:53 KFN 1 Kartenzahlung			06642		13,40		0,00	
347	01700	Bank Girokonto Coba	27.02.20	196	<Storno> OLB BP TANKSTELLE//WIEN/AT/1 2020-02-25T20:47:40 KFN 1 Kartenzahlung			02105		-47,24		0,00	
348	01700	Bank Girokonto Coba	27.02.20	284	OLB BP TANKSTELLE//WIEN/AT/1 2020-02-25T20:47:40 KFN 1 Kartenzahlung	M-R 7408		06530		47,24		0,00	
261	01700	Bank Girokonto Coba	28.02.20	220	OLB WIENER EISTRAUM//WIEN/AT/1 2020-02-25T13:28:03 KFN 1 Kartenzahlung			02111		17,50		0,00	
262	01700	Bank Girokonto Coba	28.02.20	221	OLB FLUGHAFEN MUENCHEN GMBH GIR 69128452020-02-28T00:09:21 KFN 1 VJ 2012 K			06673		30,00		0,00	
263	01700	Bank Girokonto Coba	28.02.20	222	OLB Autobahnrestaurant//Innerschwand/AT2020-02-26T15:42:50 KFN 1 VJ 2012 K			02102		48,20		0,00	
264	01700	Bank Girokonto Coba	28.02.20	223	OLB Auszahlung HypoVereinsbank//Munchen/DE 2020-02-27T14:40:55 KFN 1 VJ 20			01460		100,00		0,00	
265	01700	Bank Girokonto Coba	28.02.20	224	OLB privat			01460		300,00		0,00	
266	01700	Bank Girokonto Coba	28.02.20	225	OLB Re-Nr. 247968 Anne Richter KD 49661 05.02.2020		VPN	06495		52,40		0,00	
267	01700	Bank Girokonto Coba	28.02.20	226	OLB AKTO:43040036 393191200EURABZR: 01.02.2020-29.02.2020SPES: 10,7 SSALD:			06855		10,70		0,00	
317	01700	Bank Girokonto Coba	28.02.20	221	<Storno> OLB FLUGHAFEN MUENCHEN GMBH GIR 69128452020-02-28T00:09:21 KFN 1 VJ 201			06673		-30,00		0,00	
318	01700	Bank Girokonto Coba	28.02.20	269	OLB FLUGHAFEN MUENCHEN GMBH GIR 69128452020-02-28T00:09:21 KFN 1 VJ 2012 K	M-R 7408		06673		30,00		0,00	
270	01700	Bank Girokonto Coba	02.03.20	229	OLB SCHLOSS BURGER GmbH//MUNCHEN/DE 2020-02-29T20:02:38 KFN 1 VJ 2012 Kart			02102		1,79		0,00	
271	01700	Bank Girokonto Coba	02.03.20	230	OLB CAFE WIENER PLATZ GIR 69173176//MUE2020-02-27T13:56:41 KFN 1 VJ 2012 K			02102		3,50		0,00	
272	01700	Bank Girokonto Coba	02.03.20	231	OLB TOS-GASTRO GMBH//MUENCHEN/DE 2020-02-28T15:55:38 KFN 1 VJ 2012 Kartenz			02102		4,45		0,00	
273	01700	Bank Girokonto Coba	02.03.20	232	OLB Vertrag 54843926. IhreGeraeteversicherung. Mehr Info unter my.wertgara			02109		8,00		0,00	
274	01700	Bank Girokonto Coba	02.03.20	233	OLB Erdo Laube GmbH//Munchen/DE 2020-02-29T13:06:54 KFN 1 VJ 2012 Kartenza			02102		9,10		0,00	
275	01700	Bank Girokonto Coba	02.03.20	234	OLB Airbraeu MAC//Muenchen-Flughafen/DE2020-02-27T23:51:23 KFN 1 VJ 2012 K			02102		9,30		0,00	
276	01700	Bank Girokonto Coba	02.03.20	235	OLB MAX RISCHARTS BACKHAUSKG GIR 692642020-02-28T12:47:42 KFN 1 VJ 2012 Ka			02102		9,80		0,00	
277	01700	Bank Girokonto Coba	02.03.20	236	OLB 260220AC859336 - Fahrkosten Rettungswagen 16.09.2019 - Anne Richter -			02100		10,00		0,00	
278	01700	Bank Girokonto Coba	02.03.20	237	OLB PARKGARAGE RIEGER CITY//Muenchen/DE2020-02-28T15:16:41 KFN 1 VJ 2012 K			06673		15,00		0,00	
279	01700	Bank Girokonto Coba	02.03.20	238	OLB CAFE WIENER PLATZ GIR 69031706//MUE2020-02-27T12:06:53 KFN 1 VJ 2012 K			02102		17,00		0,00	
280	01700	Bank Girokonto Coba	02.03.20	239	OLB ALEX MUNCHEN 1500 ALEXMunchen Pasing//Munchen/DE 2020-02-29T18:53:38 K			02102		18,30		0,00	
281	01700	Bank Girokonto Coba	02.03.20	240	OLB AGIP ASCHHEIM, EICHENDORFFSTR.20//A2020-03-01T13:56:39 KFN 1 VJ 2012 K	M-R 7408		06530		56,30		0,00	
282	01700	Bank Girokonto Coba	02.03.20	241	OLB 784572390G60017 26.02.2020 Reiseversicherung			02109		59,00		0,00	
319	01700	Bank Girokonto Coba	02.03.20	237	<Storno> OLB PARKGARAGE RIEGER CITY//Muenchen/DE2020-02-28T15:16:41 KFN 1 VJ 201			06673		-15,00		0,00	
320	01700	Bank Girokonto Coba	02.03.20	270	OLB PARKGARAGE RIEGER CITY//Muenchen/DE2020-02-28T15:16:41 KFN 1 VJ 2012 K	M-R 7408		06673		15,00		0,00	
298	01700	Bank Girokonto Coba	03.03.20	256	OLB TOS-GASTRO GMBH//MUENCHEN/DE 2020-03-02T18:19:11 KFN 1 VJ 2012 Kartenz			02102		4,45		0,00	
299	01700	Bank Girokonto Coba	03.03.20	257	OLB Auszahlung mit Kundenentgelt KARLSFD-1//Sparkasse Dachau/DE 2020-03-02			01460		154,90		0,00	
300	01700	Bank Girokonto Coba	04.03.20	258	OLB OOSTEN REALWIRTSCHAFT GIR 69270377/2020-03-03T16:43:04 KFN 1 VJ 2012 K			06642		26,30		0,00	
301	01700	Bank Girokonto Coba	04.03.20	259	OLB 4468.9361.2720 Immobilien Scout GmbH ImmobilienScout24 PREMIUM-Mitglie			06430		29,95		0,00	
302	01700	Bank Girokonto Coba	04.03.20	260	OLB Kd.Nr. 001910905173 VK1018840053 Rg.Nr. 003587122309 vom 19.02.20 Voda		Festnetz - Vodafone	06805		38,98		0,00	
413	01700	Bank Girokonto Coba	04.03.20	258	<Storno> OLB OOSTEN REALWIRTSCHAFT GIR 69270377/2020-03-03T16:43:04 KFN 1 VJ 201			06642		-26,30		0,00	
414	01700	Bank Girokonto Coba	04.03.20	315	OLB OOSTEN REALWIRTSCHAFT GIR 69270377/2020-03-03T16:43:04 KFN 1 VJ 2012 K			06642		26,30		0,00	
444	01700	Bank Girokonto Coba	04.03.20	259	<Storno> OLB 4468.9361.2720 Immobilien Scout GmbH ImmobilienScout24 PREMIUM-Mitg			06430		-29,95		0,00	
448	01700	Bank Girokonto Coba	04.03.20	331	OLB 4468.9361.2720 Immobilien Scout GmbH ImmobilienScout24 PREMIUM-Mitglie			06430		29,95		0,00	
458	01700	Bank Girokonto Coba	05.03.20	348	OLB MONSALVY GIR 79975050//ASCHHEIM/DE 2020-03-02T17:53:13 KFN 1 VJ 2012 K			02102		11,65		0,00	
459	01700	Bank Girokonto Coba	05.03.20	349	OLB H4 HOTEL FRANKFURT MESSE GIR 6927592020-03-03T21:53:42 KFN 1 VJ 2012 K			06680		110,00		0,00	
460	01700	Bank Girokonto Coba	05.03.20	350	OLB H4 HOTEL FRANKFURT MESSE GIR 6927592020-03-04T08:15:45 KFN 1 VJ 2012 K			06680		111,00		0,00	
549	01700	Bank Girokonto Coba	05.03.20	349	<Storno> OLB H4 HOTEL FRANKFURT MESSE GIR 6927592020-03-03T21:53:42 KFN 1 VJ 201			06680		-110,00		0,00	
550	01700	Bank Girokonto Coba	05.03.20	438	OLB H4 HOTEL FRANKFURT MESSE GIR 6927592020-03-03T21:53:42 KFN 1 VJ 2012 K			div.		110,00		0,00	
551	01700	Bank Girokonto Coba	05.03.20	350	<Storno> OLB H4 HOTEL FRANKFURT MESSE GIR 6927592020-03-04T08:15:45 KFN 1 VJ 201			06680		-111,00		0,00	
552	01700	Bank Girokonto Coba	05.03.20	439	OLB H4 HOTEL FRANKFURT MESSE GIR 6927592020-03-04T08:15:45 KFN 1 VJ 2012 K			div.		111,00		0,00	
461	01700	Bank Girokonto Coba	06.03.20	351	OLB ALEX FRANKFURT 1550 ALEX Skyline Plaza Frankfurt//Frank2020-03-04T17:0			02102		20,20		0,00	
462	01700	Bank Girokonto Coba	06.03.20	352	OLB OOSTEN REALWIRTSCHAFT GIR 69270378/2020-03-05T18:59:28 KFN 1 VJ 2012 K			02102		20,80		0,00	
463	01700	Bank Girokonto Coba	06.03.20	353	OLB ALEX FRANKFURT 1550 ALEX Skyline Plaza Frankfurt//Frank2020-03-04T23:5			02102		35,40		0,00	
555	01700	Bank Girokonto Coba	06.03.20	352	<Storno> OLB OOSTEN REALWIRTSCHAFT GIR 69270378/2020-03-05T18:59:28 KFN 1 VJ 201			02102		-20,80		0,00	
556	01700	Bank Girokonto Coba	06.03.20	441	OLB OOSTEN REALWIRTSCHAFT GIR 69270378/2020-03-05T18:59:28 KFN 1 VJ 2012 K			06642		20,80		0,00	
652	01700	Bank Girokonto Coba	06.03.20	351	<Storno> OLB ALEX FRANKFURT 1550 ALEX Skyline Plaza Frankfurt//Frank2020-03-04T1			02102		-20,20		0,00	
653	01700	Bank Girokonto Coba	06.03.20	492	OLB ALEX FRANKFURT 1550 ALEX Skyline Plaza Frankfurt//Frank2020-03-04T17:0			06642		20,20		0,00	
654	01700	Bank Girokonto Coba	06.03.20	353	<Storno> OLB ALEX FRANKFURT 1550 ALEX Skyline Plaza Frankfurt//Frank2020-03-04T2			02102		-35,40		0,00	
655	01700	Bank Girokonto Coba	06.03.20	493	OLB ALEX FRANKFURT 1550 ALEX Skyline Plaza Frankfurt//Frank2020-03-04T23:5			06642		35,40		0,00	
464	01700	Bank Girokonto Coba	09.03.20	354	OLB COFFEE FELLOWS FRANKFURT//FRANKFURT2020-03-06T11:20:42 KFN 1 VJ 2012 K			02102		8,90		0,00	
465	01700	Bank Girokonto Coba	09.03.20	355	OLB SHELL 1599 / Ramstein /DE 2020-03-07T17:09:42 KFN1 VJ 2012 Kartenzahlu			06530		63,39		0,00	
466	01700	Bank Girokonto Coba	09.03.20	356	OLB Motel One Betriebs GmbH//Frankfurt/2020-03-06T08:44:21 KFN 1 VJ 2012 K			06680		79,00		0,00	
467	01700	Bank Girokonto Coba	09.03.20	357	OLB Motel One Betriebs GmbH//Frankfurt/2020-03-05T22:58:21 KFN 1 VJ 2012 K			06680		79,00		0,00	
468	01700	Bank Girokonto Coba	09.03.20	358	OLB Motel One Betriebs GmbH//Frankfurt/2020-03-07T09:22:21 KFN 1 VJ 2012 K			06680		158,00		0,00	
557	01700	Bank Girokonto Coba	09.03.20	354	<Storno> OLB COFFEE FELLOWS FRANKFURT//FRANKFURT2020-03-06T11:20:42 KFN 1 VJ 201			02102		-8,90		0,00	
558	01700	Bank Girokonto Coba	09.03.20	442	OLB COFFEE FELLOWS FRANKFURT//FRANKFURT2020-03-06T11:20:42 KFN 1 VJ 2012 K			06642		8,90		0,00	
469	01700	Bank Girokonto Coba	10.03.20	359	OLB Le Commerce//SAINT-DIZIER FR/1 2020-03-08T20:13:40 KFN 1 VJ 2012 Karte			02102		21,10		0,00	
559	01700	Bank Girokonto Coba	10.03.20	359	<Storno> OLB Le Commerce//SAINT-DIZIER FR/1 2020-03-08T20:13:40 KFN 1 VJ 2012 Ka			02102		-21,10		0,00	
560	01700	Bank Girokonto Coba	10.03.20	443	OLB Le Commerce//SAINT-DIZIER FR/1 2020-03-08T20:13:40 KFN 1 VJ 2012 Karte			06642		21,10		0,00	
470	01700	Bank Girokonto Coba	11.03.20	360	OLB Chez Julia//PARIS/FR/12020-03-09T18:46:14 KFN 1 VJ 2012 Kartenzahlung			06642		19,70		0,00	
561	01700	Bank Girokonto Coba	11.03.20	360	<Storno> OLB Chez Julia//PARIS/FR/12020-03-09T18:46:14 KFN 1 VJ 2012 Kartenzahlu			06642		-19,70		0,00	
562	01700	Bank Girokonto Coba	11.03.20	444	OLB Chez Julia//PARIS/FR/12020-03-09T18:46:14 KFN 1 VJ 2012 Kartenzahlung			06642		19,70		0,00	
471	01700	Bank Girokonto Coba	12.03.20	361	OLB CHOUPINET PARIS//PARIS/FR 1 2020-03-10T16:50:28 KFN 1 VJ 2012 Kartenza			06642		14,90		0,00	
472	01700	Bank Girokonto Coba	12.03.20	362	OLB Kd-Nr.: 17337791, Rg-Nr.: 1488460877/6, Ihre Tarifrechnung		Handy - Telefonica	06805		15,99		0,00	
563	01700	Bank Girokonto Coba	12.03.20	361	<Storno> OLB CHOUPINET PARIS//PARIS/FR 1 2020-03-10T16:50:28 KFN 1 VJ 2012 Karte			06642		-14,90		0,00	
564	01700	Bank Girokonto Coba	12.03.20	445	OLB CHOUPINET PARIS//PARIS/FR 1 2020-03-10T16:50:28 KFN 1 VJ 2012 Kartenza			06642		14,90		0,00	
473	01700	Bank Girokonto Coba	13.03.20	363	OLB CANON GOBELINS//PARIS/FR/1 2020-03-11T22:55:30 KFN 1 VJ 2012 Kartenzah			06642		10,00		0,00	
474	01700	Bank Girokonto Coba	13.03.20	364	OLB CANON GOBELINS//PARIS/FR/1 2020-03-11T16:47:56 KFN 1 VJ 2012 Kartenzah			06642		13,00		0,00	
475	01700	Bank Girokonto Coba	13.03.20	365	OLB LE CORNER SAINT//PARIS16/FR/1 2020-03-10T23:28:00KFN 1 VJ 2012 Kartenz			06642		14,50		0,00	
476	01700	Bank Girokonto Coba	13.03.20	366	OLB CAFE DE FRANCE//PARIS/FR/1 2020-03-11T14:42:23 KFN 1 VJ 2012 Kartenzah			06642		26,20		0,00	
477	01700	Bank Girokonto Coba	13.03.20	367	OLB ERSTATT.146/162/80393 UMS.ST JAN.20 327,16 EUR, UMS.ST FEB.20 351,60 E			03820	678,76			0,00	
565	01700	Bank Girokonto Coba	13.03.20	363	<Storno> OLB CANON GOBELINS//PARIS/FR/1 2020-03-11T22:55:30 KFN 1 VJ 2012 Karten			06642		-10,00		0,00	
566	01700	Bank Girokonto Coba	13.03.20	446	OLB CANON GOBELINS//PARIS/FR/1 2020-03-11T22:55:30 KFN 1 VJ 2012 Kartenzah			06642		10,00		0,00	
567	01700	Bank Girokonto Coba	13.03.20	364	<Storno> OLB CANON GOBELINS//PARIS/FR/1 2020-03-11T16:47:56 KFN 1 VJ 2012 Karten			06642		-13,00		0,00	
568	01700	Bank Girokonto Coba	13.03.20	447	OLB CANON GOBELINS//PARIS/FR/1 2020-03-11T16:47:56 KFN 1 VJ 2012 Kartenzah			06642		13,00		0,00	
569	01700	Bank Girokonto Coba	13.03.20	365	<Storno> OLB LE CORNER SAINT//PARIS16/FR/1 2020-03-10T23:28:00KFN 1 VJ 2012 Kart			06642		-14,50		0,00	
570	01700	Bank Girokonto Coba	13.03.20	448	OLB LE CORNER SAINT//PARIS16/FR/1 2020-03-10T23:28:00KFN 1 VJ 2012 Kartenz			06642		14,50		0,00	
571	01700	Bank Girokonto Coba	13.03.20	366	<Storno> OLB CAFE DE FRANCE//PARIS/FR/1 2020-03-11T14:42:23 KFN 1 VJ 2012 Karten			06642		-26,20		0,00	
572	01700	Bank Girokonto Coba	13.03.20	449	OLB CAFE DE FRANCE//PARIS/FR/1 2020-03-11T14:42:23 KFN 1 VJ 2012 Kartenzah			06642		26,20		0,00	
478	01700	Bank Girokonto Coba	16.03.20	368	OLB LA CASSEROLE//PARIS 5/FR/1 2020-03-12T23:26:14 KFN 1 Kartenzahlung			06642		7,00		0,00	
479	01700	Bank Girokonto Coba	16.03.20	369	OLB LA CONTRESCARPE//PARIS/FR 1 2020-03-12T21:53:20 KFN 1 VJ 2012 Kartenza			06642		15,00		0,00	
480	01700	Bank Girokonto Coba	16.03.20	370	OLB CREPERIE 4 TEMPS//PARIS/FR/1 2020-03-13T21:24:31 KFN 1 VJ 2012 Kartenz			06642		20,50		0,00	
481	01700	Bank Girokonto Coba	16.03.20	371	OLB LE MUSSET//PARIS/FR/1 2020-03-12T19:55:39 KFN 1 Kartenzahlung			06642		26,50		0,00	
482	01700	Bank Girokonto Coba	16.03.20	372	OLB DS CAFE DEFENSE//PUTEAUX/FR/1 2020-03-13T14:39:58 KFN 1 VJ 2012 Karten			06642		38,50		0,00	
483	01700	Bank Girokonto Coba	16.03.20	373	OLB TK-BuchNr 01904946029 Monat 02/20 T250488046 Beitraege			02109		191,10		0,00	
575	01700	Bank Girokonto Coba	16.03.20	371	<Storno> OLB LE MUSSET//PARIS/FR/1 2020-03-12T19:55:39 KFN 1 Kartenzahlung			06642		-26,50		0,00	
576	01700	Bank Girokonto Coba	16.03.20	451	OLB LE MUSSET//PARIS/FR/1 2020-03-12T19:55:39 KFN 1 Kartenzahlung			06642		26,50		0,00	
577	01700	Bank Girokonto Coba	16.03.20	369	<Storno> OLB LA CONTRESCARPE//PARIS/FR 1 2020-03-12T21:53:20 KFN 1 VJ 2012 Karte			06642		-15,00		0,00	
578	01700	Bank Girokonto Coba	16.03.20	452	OLB LA CONTRESCARPE//PARIS/FR 1 2020-03-12T21:53:20 KFN 1 VJ 2012 Kartenza	M-R 7408		06673		15,00		0,00	
579	01700	Bank Girokonto Coba	16.03.20	370	<Storno> OLB CREPERIE 4 TEMPS//PARIS/FR/1 2020-03-13T21:24:31 KFN 1 VJ 2012 Kart			06642		-20,50		0,00	
580	01700	Bank Girokonto Coba	16.03.20	453	OLB CREPERIE 4 TEMPS//PARIS/FR/1 2020-03-13T21:24:31 KFN 1 VJ 2012 Kartenz			06642		20,50		0,00	
650	01700	Bank Girokonto Coba	16.03.20	372	<Storno> OLB DS CAFE DEFENSE//PUTEAUX/FR/1 2020-03-13T14:39:58 KFN 1 VJ 2012 Kar			06642		-38,50		0,00	
651	01700	Bank Girokonto Coba	16.03.20	491	OLB DS CAFE DEFENSE//PUTEAUX/FR/1 2020-03-13T14:39:58 KFN 1 VJ 2012 Karten			06642		38,50		0,00	
660	01700	Bank Girokonto Coba	16.03.20	368	<Storno> OLB LA CASSEROLE//PARIS 5/FR/1 2020-03-12T23:26:14 KFN 1 Kartenzahlung			06642		-7,00		0,00	
661	01700	Bank Girokonto Coba	16.03.20	496	OLB LA CASSEROLE//PARIS 5/FR/1 2020-03-12T23:26:14 KFN 1 Kartenzahlung			06642		7,00		0,00	
662	01700	Bank Girokonto Coba	16.03.20	452	<Storno> OLB LA CONTRESCARPE//PARIS/FR 1 2020-03-12T21:53:20 KFN 1 VJ 2012 Karte	M-R 7408		06673		-15,00		0,00	
663	01700	Bank Girokonto Coba	16.03.20	497	OLB LA CONTRESCARPE//PARIS/FR 1 2020-03-12T21:53:20 KFN 1 VJ 2012 Kartenza	M-R 7408		06642		15,00		0,00	
484	01700	Bank Girokonto Coba	17.03.20	374	OLB LE MOULIN DE SUR//SURESNES/FR/1 2020-03-14T16:26:52 KFN 1 VJ 2012 Kart			06642		1,30		0,00	
485	01700	Bank Girokonto Coba	17.03.20	375	OLB LE MOULIN DE SUR//SURESNES/FR/1 2020-03-14T18:02:09 KFN 1 VJ 2012 Kart			06642		3,00		0,00	
486	01700	Bank Girokonto Coba	17.03.20	376	OLB LE MOULIN DE SUR//SURESNES/FR/1 2020-03-14T13:17:09 KFN 1 VJ 2012 Kart			06642		3,30		0,00	
487	01700	Bank Girokonto Coba	17.03.20	377	OLB LE MOULIN DE SUR//SURESNES/FR/1 2020-03-14T15:05:50 KFN 1 VJ 2012 Kart			06642		5,50		0,00	
488	01700	Bank Girokonto Coba	17.03.20	378	OLB LE MOULIN DE SUR//SURESNES/FR/1 2020-03-14T12:38:42 KFN 1 VJ 2012 Kart			06642		7,20		0,00	
489	01700	Bank Girokonto Coba	17.03.20	379	OLB SARL PORTLAND 0378466//PLERIN/FR/12020-03-15T18:24:41 KFN 1 VJ 2012 Ka			06642		8,40		0,00	
490	01700	Bank Girokonto Coba	17.03.20	380	OLB TOTAL//RUEIL-MALMAIS/FR/1 2020-03-14T20:07:24 KFN1 VJ 2012 Kartenzahlu			06530		47,38		0,00	
581	01700	Bank Girokonto Coba	17.03.20	374	<Storno> OLB LE MOULIN DE SUR//SURESNES/FR/1 2020-03-14T16:26:52 KFN 1 VJ 2012 K			06642		-1,30		0,00	
582	01700	Bank Girokonto Coba	17.03.20	454	OLB LE MOULIN DE SUR//SURESNES/FR/1 2020-03-14T16:26:52 KFN 1 VJ 2012 Kart			06642		1,30		0,00	
583	01700	Bank Girokonto Coba	17.03.20	375	<Storno> OLB LE MOULIN DE SUR//SURESNES/FR/1 2020-03-14T18:02:09 KFN 1 VJ 2012 K			06642		-3,00		0,00	
584	01700	Bank Girokonto Coba	17.03.20	455	OLB LE MOULIN DE SUR//SURESNES/FR/1 2020-03-14T18:02:09 KFN 1 VJ 2012 Kart			06642		3,00		0,00	
585	01700	Bank Girokonto Coba	17.03.20	376	<Storno> OLB LE MOULIN DE SUR//SURESNES/FR/1 2020-03-14T13:17:09 KFN 1 VJ 2012 K			06642		-3,30		0,00	
